"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.10958904109589,0.123287671232877,0.10958904109589,0.0958904109589041,0.0958904109589041,0.0958904109589041,0.0958904109589041,0.0958904109589041,0.0821917808219178,0.0958904109589041
